id,plate,car_label,vehicle_id,event_status,out_date,expected_return_date,follow_date,actual_in_date,driver,liable_party,charge_to,garage,maintenance_type,service_main,service_sup,damage_location,severity,responsible,spare_part,invoice_no,cost,maintenance_notes,cost_notes
73338,"V 23733","FORD MUSTANG Conv - Grey - 2024 - V 23733",1895,OUT,2025-07-28,,2025-07-28,,,Customer,,"GPT GARRAGE","Body Damage",,,,,,,,,"rims scratches, fornt lip scratches paint",
73339,"V 76188","JAGUAR F PACE - White - 2022 - V 76188",1829,IN,2025-07-28,,2025-07-28,2025-07-28,,Staff,,"GPT GARRAGE","Body Damage",,,,,,,,,"rear left bumper damaged",
73340,"V 63249","FORD MUSTANG Conv - Blue Orange - 2020 - V 63249",1776,Change,2025-07-28,,2025-07-28,,,"periodic m & damage",,"ROAD FORCE","Tire Issues",,,,,,,,,"oil and filter chagne, rim scratch, front lip scratches 

working on tires bolts replace
rear spacer botles need to relace",
73341,"P 45237","NISSAN PATROL - White - 2025 - P 45237",1885,"Under Test",2025-06-28,,2025-07-29,,,Company,,"OFFICE PARKING",Accessories,,,,,,,,,"dashboard screen has issue 
they were waiting aprove from company to replace screen, now waiting new one from japan, asper abdullah it will take about one month to receive
still need about 20 days to revieve new screen 

in service thy told us that consol is broken not by theme, so car is out of warrenty 
*
najem al afaq garage to check car issue 

dashboard ECU checking 

al remal garage, cuz najem al afaq could not fix car 

ar is at the parking still has the same issue 

at najem al afaq to check screen issue 

acr is at the parking",
73342,"R 98793","AUDI Q3 - Bright White - 2021 - R 98793",1791,OUT,2025-07-29,,2025-07-29,,,"Periodic maintenance",,"GPT GARRAGE","Oil & Fillter Change",,,,,,,,,"oil and filter change, scratches checking, rims scratches",
73343,"H 64188","CHEVROLET IMPALA - Silver - 2019 - H 64188",1777,OUT,2025-07-29,,2025-07-29,,,Maintenance,,"I Repair","Fluid Leaks",,,,,,,,,"water leak from radiator, waleed got new radiator",
73344,"G 43567","LAND ROVER DISCOVERY - Blue - 2022 - G 43567",1858,"Follow up",2025-07-28,,2025-07-29,,,Maintenance,,RMR,"AC issues",,,,,,,,,"checking ac issue not working well

AC gas checked car has to test",
73345,"X 81835","NISSAN PATROL - Black - 2019 - X 81835",1753,"Follow up",2025-07-23,,2025-07-29,,,Customer,,"GPT GARRAGE","Body Damage",,,,,,,,,"front bumper scratches with rear bumper screatches, doors scratches with rims, trunk adjust, grill fix 

polished full body car to check parts to paint, will make it agin

pianted parkt now will work on body polishing",
73346,"Q 44234","PATROL QX80 GREEN HAWK - Green - 2023 - Q 44234",1862,IN,2025-07-27,,2025-07-29,2025-07-29,,Customer,,"GPT GARRAGE","Rims scratch",,,,,,,,,"suspension check with alignment 

GPT, rims scratches, trunk lock fix ,and adjust 

trunk fixed, now working on scratches 
interior boards paint",
73347,"V 63249","FORD MUSTANG Conv - Blue Orange - 2020 - V 63249",1776,Change,2025-07-28,,2025-07-29,,,Maintenance,,"FUTURE TYRES","Tire Issues",,,,,,,,,"oil and filter chagne, rim scratch, front lip scratches 

working on tires bolts replace
rear spacer botles need to relace 

in future they are checking tires issue RR tire bolts and making tire balance 

in secode FUTURE TIRE garage, working on ground tires balance",
73348,"G 43567","LAND ROVER DISCOVERY - Blue - 2022 - G 43567",1858,"Under Test",2025-07-28,,2025-07-29,,,Maintenance,,"OFFICE PARKING","AC issues",,,,,,,,,"checking ac issue not working well

AC gas checked car has to test 

under test in the parking",
73349,"O 3125","DODGE CHALLENGER - Black Green - 2020 - O 3125",1741,OUT,2025-07-29,,2025-07-29,,,Customer,,"GPT GARRAGE","Body Damage",,,,,,,,,"rims scratches, fender covers replace,",
73350,"X 94228","BMW X1 - Grey - 2021 - X 94228",1754,IN,2025-07-23,,2025-07-29,2025-07-29,,Maintenance,,RMR,"Steering box issue",,,,,,,,,"car has alignment issue, after checking car has problem from boxsteering 

garage told us that they are checking for boxsteering 

waleed got new boxsteering 

boxsteering replaced, car is under test by waleed 
after tresting car has traction light on",
73351,"R 98793","AUDI Q3 - Bright White - 2021 - R 98793",1791,IN,2025-07-29,,2025-07-29,2025-07-29,,"Periodic maintenance",,"GPT GARRAGE","Oil & Fillter Change",,,,,,,,,"oil and filter change, scratches checking, rims scratches",
73352,"V 47295","NISSAN PATROL - Silver Tiffany - 2020 - V 47295",1843,OUT,2025-07-29,,2025-07-29,,,Maintenance,,"FUTURE TYRES","Suspension Troubles",,,,,,,,,"tires balance, one tire been replaced with customer after checking , brakes service one bolt change",
73353,"K 20773","NISSAN PATROL - Brown - 2019 - K 20773",1835,"Follow up",2025-07-26,,2025-07-29,,,Customer,,"kasr al zaiton","Body Damage",,,,,,,,,"checked driver doo center lock but was working well

body scratches, rear bumper rims scratches body scratches, front lip, grill 

rear bumper with RR door paint , FL fender

frotn bumper part, FL fneder paint with rear bumper center, interior parts paint, 2 doors paint",
73354,"V 63249","FORD MUSTANG Conv - Blue Orange - 2020 - V 63249",1776,Change,2025-07-28,,2025-07-29,,,"periodic m & damage",,"GPT GARRAGE","Oil & Fillter Change",,,,,,,,,"oil and filter chagne, rim scratch, front lip scratches 

working on tires bolts replace
rear spacer botles need to relace 

in future they are checking tires issue RR tire bolts and making tire balance 

in secode FUTURE TIRE garage, working on ground tires balance 

rims scratches, oil and filter change",
73355,"V 23733","FORD MUSTANG Conv - Grey - 2024 - V 23733",1895,IN,2025-07-28,,2025-07-29,2025-07-29,,Customer,,"GPT GARRAGE","Body Damage",,,,,,,,,"rims scratches, fornt lip scratches paint",
73356,"G 43567","LAND ROVER DISCOVERY - Blue - 2022 - G 43567",1858,"Under Test",2025-07-28,,2025-07-29,,,Maintenance,,"Under Test","AC issues",,,,,,,,,"checking ac issue not working well

AC gas checked car has to test 

under test in the parking 

car AC is not working well,",
73357,"U 76722","FORD MUSTANG Conv - White Black Red - 2019 - U 76722",1737,OUT,2025-07-30,,2025-07-30,,,Maintenance,,"I Repair","Cooling System Issues",,,,,,,,,"water system leaks checking and water level check",
73358,"G 43567","LAND ROVER DISCOVERY - Blue - 2022 - G 43567",1858,Change,2025-07-28,,2025-07-30,,,Maintenance,,"Zawet Al Suraa","AC issues",,,,,,,,,"checking ac issue not working well

AC gas checked car has to test 

under test in the parking 

car AC is not working well, 

at zaweat al suraa to check car AC issue",
73359,"K 20773","NISSAN PATROL - Brown - 2019 - K 20773",1835,"Follow up",2025-07-26,,2025-07-30,,,Customer,,"kasr al zaiton","Body Damage",,,,,,,,,"checked driver doo center lock but was working well

body scratches, rear bumper rims scratches body scratches, front lip, grill 

rear bumper with RR door paint , FL fender

frotn bumper part, FL fneder paint with rear bumper center, interior parts paint, 2 doors paint 

rear bumper painted, interior covers painted, side fedners spoilers with FL fender paint",
73360,"Y 25873","FORD MUSTANG Conv - Grey Orange - 2019 - Y 25873",1780,OUT,2025-08-13,,2025-08-17,,,Maintenance,,"ALTIQNIAH AL ALIAH",ABS,,,,,,,,,"garage told us that he need ned abs 
abdullah got new ABS",
73361,"I 29962","JAGUAR E-PACE - Black - 2021 - I 29962",1790,OUT,,,2025-08-17,,,Maintenance,,"OFFICE PARKING","Fluid Leaks",,,,,,,,,"car still has oil leak, still under test in the parking",
73362,"G 41377","JAGUAR E PACE - Blue - 2021 - G 41377",1911,"Follow up",,,2025-08-17,,,Maintenance,,"Zawet Al Suraa","AC issues",,,,,,,,,"car is under test by garage 
water pump with pully and belt replaced, now it's undertest",
73363,"P 76722","MINI COOPER - Blue Yellow Black - 2019 - P 76722",1731,OUT,2025-08-17,,2025-08-17,,,"Periodic maintenance",,"ROAD FORCE","Braking Problems",,,,,,,,,"front brakes  repalce with sensor",
73364,"V 63249","FORD MUSTANG Conv - Blue Orange - 2020 - V 63249",1776,"Follow up",,,2025-08-17,,,Maintenance,,"CLASCO Auto Upholstery & Accessories","Interior problem / Chairs",,,,,,,,,"interior leather repair and full paint check",
73365,"X 94228","BMW X1 - Grey - 2021 - X 94228",1754,OUT,2025-08-17,,2025-08-17,,,Maintenance,,"GPT GARRAGE","Braking Problems",,,,,,,,,"rear brakes replace with sensors",
73366,"U 76722","FORD MUSTANG Conv - White Black Red - 2019 - U 76722",1737,OUT,2025-08-17,,2025-08-17,,,Customer,,"GPT GARRAGE","Body Damage",,,,,,,,,"front lip scratches fix, specker replace, right board light replace 
rear rims scratches fix, bumper repair",
73367,"I 29962","JAGUAR E-PACE - Black - 2021 - I 29962",1790,"Under Test",,,2025-08-17,,,Maintenance,,"OFFICE PARKING","Fluid Leaks",,,,,,,,,"car still has oil leak, still under test in the parking 
ar is under test by abo marof",
73368,"Y 25874","FORD MUSTANG - Grey Orange - 2021 - Y 25874",1778,OUT,2025-08-18,,2025-08-18,,,Customer,,"GPT GARRAGE","Body Damage",,,,,,,,,"oil and filter change,  all rims scratches, front bumper sides scratches fix ands repair, front lip repair, right side mirror repair, AC filter repalced, door hinge repair",
73369,"Y 25873","FORD MUSTANG Conv - Grey Orange - 2019 - Y 25873",1780,"Follow up",2025-08-13,,2025-08-18,,,Maintenance,,"ALTIQNIAH AL ALIAH",ABS,,,,,,,,,"garage told us that he need ned abs 
abdullah got new ABS
working on brakes bleeding, 

sun covers reparing in calssico garage",
73370,"V 63249","FORD MUSTANG Conv - Blue Orange - 2020 - V 63249",1776,"Follow up",,,2025-08-18,,,Maintenance,,"CLASCO Auto Upholstery & Accessories","Interior problem / Chairs",,,,,,,,,"interior leather repair and full paint check 
full interior paint",
73371,"P 45237","NISSAN PATROL - White - 2025 - P 45237",1885,IN,2025-06-28,,2025-08-18,2025-08-18,,Company,,"LAMSET FAN",Accessories,,,,,,,,,"dashboard screen has issue 
they were waiting aprove from company to replace screen, now waiting new one from japan, asper abdullah it will take about one month to receive
still need about 20 days to revieve new screen 

in service thy told us that consol is broken not by theme, so car is out of warrenty 
*
najem al afaq garage to check car issue 

dashboard ECU checking 

al remal garage, cuz najem al afaq could not fix car 

ar is at the parking still has the same issue 

at najem al afaq to check screen issue 

acr is at the parking 

car screen repaired in al remal garage 
at lamset fan fixed car audio screen issue 
car is ready",
73372,"I 29962","JAGUAR E-PACE - Black - 2021 - I 29962",1790,Change,,,2025-08-18,,,Maintenance,,"Zawet Al Suraa","Fluid Leaks",,,,,,,,,"car still has oil leak, still under test in the parking 
ar is under test by abo marof 

checking car leak on top of gearbox, told us that gearbox has to repair, or replace",
73373,"P 76722","MINI COOPER - Blue Yellow Black - 2019 - P 76722",1731,"Follow up",2025-08-17,,2025-08-18,,,"Periodic maintenance",,"ROAD FORCE","Braking Problems",,,,,,,,,"front brakes  repalce with sensor 
rear adn front drums skimming, rear brakes replace 
steering wheel paint, alignment , rear drums replace",
73374,"S 29880","LEXUS LC 500 - Grey - 2022 - S 29880",1892,OUT,2025-08-18,,2025-08-18,,,Customer,,,"Rims scratch",,,,,,,,,"3 rims scratches repair and polishing \",
73375,"U 76722","FORD MUSTANG Conv - White Black Red - 2019 - U 76722",1737,IN,2025-08-17,,2025-08-18,2025-08-18,,Customer,,"GPT GARRAGE","Body Damage",,,,,,,,,"front lip scratches fix, specker replace, right board light replace 
rear rims scratches fix, bumper repair",
73376,"DD 24505","FORD BRONCO  - Green - 2024 - DD 24505",1894,OUT,2025-08-18,,2025-08-18,,,"Periodic maintenance",,"GPT GARRAGE","Oil & Fillter Change",,,,,,,,,"oil and filter change",
73377,"G 41377","JAGUAR E PACE - Blue - 2021 - G 41377",1911,IN,,,2025-08-18,,,Maintenance,,"Zawet Al Suraa","AC issues",,,,,,,,,"car is under test by garage 
water pump with pully and belt replaced, now it's undertest",
73378,"AA 75884","CHRYSLER 300 - White - 2021 - AA 75884",1863,OUT,2025-08-18,,2025-08-18,,,Maintenance,,"ALTIQNIAH AL ALIAH","Fuel System Issues",,,,,,,,,"fuel pump checking",
73379,"X 94228","BMW X1 - Grey - 2021 - X 94228",1754,IN,2025-08-17,,2025-08-18,2025-08-18,,Maintenance,,"GPT GARRAGE","Braking Problems",,,,,,,,,"rear brakes replace with sensors",
73380,"DD 24505","FORD BRONCO  - Green - 2024 - DD 24505",1894,IN,2025-08-18,,2025-08-18,2025-08-18,,"Periodic maintenance",,"GPT GARRAGE","Oil & Fillter Change",,,,,,,,,"oil and filter change",
73381,"Y 25874","FORD MUSTANG - Grey Orange - 2021 - Y 25874",1778,Change,2025-08-18,,2025-08-18,,,Customer,,"ROAD FORCE","Tire Issues",,,,,,,,,"oil and filter change,  all rims scratches, front bumper sides scratches fix ands repair, front lip repair, right side mirror repair, AC filter repalced, door hinge repair 

tires balance, with checking",
73382,"Y 25874","FORD MUSTANG - Grey Orange - 2021 - Y 25874",1778,IN,2025-08-18,,2025-08-18,2025-08-18,,Customer,,"ROAD FORCE","Tire Issues",,,,,,,,,"oil and filter change,  all rims scratches, front bumper sides scratches fix ands repair, front lip repair, right side mirror repair, AC filter repalced, door hinge repair 

tires balance, with checking",
73383,"Y 25873","FORD MUSTANG Conv - Grey Orange - 2019 - Y 25873",1780,"Under Test",2025-08-13,,2025-08-18,,,Maintenance,,"ALTIQNIAH AL ALIAH",ABS,,,,,,,,,"garage told us that he need ned abs 
abdullah got new ABS
working on brakes bleeding, 

sun covers reparing in calssico garage 

ar is under test by abo marof",
73384,"I 29962","JAGUAR E-PACE - Black - 2021 - I 29962",1790,"Follow up",,,2025-08-19,,,Maintenance,,"Zawet Al Suraa","Fluid Leaks",,,,,,,,,"car still has oil leak, still under test in the parking 
ar is under test by abo marof 

checking car leak on top of gearbox, told us that gearbox has to repair, or replace 

gearbox oil replace, found water leak from water pump

abdullah got new water pump with belt and coolant, tensior",
73385,"Y 25873","FORD MUSTANG Conv - Grey Orange - 2019 - Y 25873",1780,Change,2025-08-13,,2025-08-19,,,Maintenance,,"ALTIQNIAH AL ALIAH","Interior problem / Chairs",,,,,,,,,"garage told us that he need ned abs 
abdullah got new ABS
working on brakes bleeding, 

sun covers reparing in calssico garage 

ar is under test by abo marof

sun covers replace on car after leather change, driver seat grip paint and replace",
73386,"T 91445","JEEP GRAND CHEROKEE - Grey - 2020 - T 91445",1827,OUT,2025-08-19,,2025-08-19,,,Customer,,"GPT GARRAGE",Airbag,,,,,,,,,"driver seat airbag wires repair,",
73387,"R 52568","KIA OPTIMA - Grey - 2014 - R 52568",1634,OUT,2025-08-19,,2025-08-19,,,"Periodic maintenance",,"GPT GARRAGE","AC issues",,,,,,,,,"AC gas check, AC filter replace, exaliry battery repair, RL stop light replaced",
73388,"R 52568","KIA OPTIMA - Grey - 2014 - R 52568",1634,IN,2025-08-19,,2025-08-19,2025-08-19,,"Periodic maintenance",,"GPT GARRAGE","AC issues",,,,,,,,,"AC gas check, AC filter replace",
73389,"Y 25873","FORD MUSTANG Conv - Grey Orange - 2019 - Y 25873",1780,IN,2025-08-13,,2025-08-19,2025-08-19,,Maintenance,,"ALTIQNIAH AL ALIAH","Interior problem / Chairs",,,,,,,,,"garage told us that he need ned abs 
abdullah got new ABS
working on brakes bleeding, 

sun covers reparing in calssico garage 

ar is under test by abo marof

sun covers replace on car after leather change, driver seat grip paint and replace",
73390,"AA 75884","CHRYSLER 300 - White - 2021 - AA 75884",1863,"Follow up",2025-08-18,,2025-08-19,,,Maintenance,,"ALTIQNIAH AL ALIAH","Fuel System Issues",,,,,,,,,"fuel pump checking 

fuel level sensor adjust, fuse replace",
73391,"CC 44806","NISSAN PATROL - White - 2025 - CC 44806",,OUT,2025-08-19,,2025-08-19,,,"Periodic maintenance",,"Nissan Service","Oil & Fillter Change",,,,,,,,,"10K service",
73392,"V 63249","FORD MUSTANG Conv - Blue Orange - 2020 - V 63249",1776,Change,,,2025-08-19,,,Customer,,"GPT GARRAGE","Body Damage",,,,,,,,,"interior leather repair and full paint check 
full interior paint 

2 left rims scratches repair front lip scratch repair",
